X,Y
-3.3798450054704796,0.5188196511893112
-2.401794812266523,1.424664569838072
-2.1027283200807734,1.6332665134109416
-3.1355505020507466,0.6353328700091557
-2.1575003088467906,1.5411777886579165
-1.8584338166610403,1.7497797322307862
-3.0323718550171557,0.7690260431657905
-2.0543216618131996,1.6748709618145514
-1.7552551696274494,1.883472905387421
-2.1452613268810694,1.204911516082235
-1.167211133677113,2.1107564347309964
-0.8681446414913627,2.319358378303866
-1.9009668234613368,1.3214247349020798
-0.9229166302573801,2.227269653550841
-0.6238501380716301,2.435871597123711
-1.797788176427746,1.4551179080587147
-0.819737983223789,2.360962826707476
-0.5206714910380391,2.569564770280346
-2.2230468227548097,1.197697665426609
-1.2449966295508532,2.1035425840753703
-0.9459301373651031,2.3121445276482397
-1.9787523193350771,1.3142108842464537
-1.0007021261311204,2.220055802895215
-0.7016356339453704,2.428657746468085
-1.8755736723014862,1.4479040574030886
-0.8975234790975294,2.35374897605185
-0.5984569869117793,2.56235091962472
-3.0996483544655797,0.21784732167605492
-2.1215981612616237,1.1236922403248157
-1.822531669075874,1.3322941838976854
-2.855353851045847,0.33436054049589947
-1.8773036578418911,1.2402054591446603
-1.578237165656141,1.44880740271753
-2.7521752040122562,0.46805371365253434
-1.7741250108083002,1.3738986323012952
-1.47505851862255,1.5825005758741648
-1.86506467587617,0.9039391865689794
-0.8870144826722134,1.8097841052177406
-0.8999972594958096,1.962707051156163
-0.6009307673100595,2.1713089947290327
-1.6337529492800336,1.1733753513272465
-0.6557027560760768,2.0792202699760076
-0.3566362638903268,2.2878222135488775
-1.5305743022464426,1.3070685244838811
-0.5525241090424858,2.2129134431326425
-0.2534576168567359,2.4215153867055124
-1.9558329485735064,1.0496482818517752
-0.9777827553695497,1.955493200500536
-0.6787162631837997,2.1640951440734058
-1.7115384451537738,1.1661615006716197
-0.7334882519498171,2.072006419320381
-0.43442175976406716,2.2806083628932505
-1.608359798120183,1.2998546738282546
-0.630309604916226,2.205699592477016
-0.33124311273047613,2.4143015360498854
-3.4385795336157843,0.975516007210417
-2.460529340411828,1.881360925859178
-2.161462848226078,2.089962869432048
